stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,590,218;                                0.29%
                                    2;                                CLP HOLDINGS LIMITED;                                3,162,800;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,416,763;                                0.12%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                2,970,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                990,579,757;                                4.85%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                7,095,500;                                0.33%
                                    8;                                PCCW LIMITED;                                6,565,323;                                0.07%
                                   10;                                HANG LUNG GROUP LIMITED;                                942,000;                                0.06%
                                   11;                                HANG SENG BANK LTD;                                1,864,900;                                0.09%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,570,114;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                799,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                5,100,338;                                0.16%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                30,470,339;                                0.30%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,280,500;                                0.13%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                974,572;                                0.04%
                                   23;                                BANK OF EAST ASIA LTD;                                3,876,278;                                0.13%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                25,423,222;                                0.58%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,093,154;                                0.04%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                59,810,100;                                15.25%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                750,049;                                0.10%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                18,954,000;                                7.34%
                                   43;                                C.P. POKPHAND CO LTD;                                4,050,000;                                0.01%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                44,000;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,276,966;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                33,240,000;                                0.92%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                23,859,693;                                1.04%
                                   83;                                SINO LAND CO.LTD.;                                6,896,202;                                0.10%
                                   86;                                SUN HUNG KAI & CO.LTD;                                3,233,000;                                0.14%
                                   95;                                LVGEM (CHINA) REAL ESTATE INVESTMENT COMPANY LIMITED;                                17,184,000;                                0.36%
                                  101;                                HANG LUNG PROPERTIES LIMITED;                                5,115,000;                                0.11%
                                  107;                                SICHUAN EXPRESSWAY COMPANY LIMITED;                                213,300,000;                                23.81%
