date;holding_num;holding_perc
20171018;                                100174400;                                3.68%

20171019;                                100278400;                                3.68%

20171020;                                100294400;                                3.68%

20171021;                                100490400;                                3.69%

20171023;                                100490400;                                3.69%

20171024;                                101066400;                                3.71%

20171025;                                101114400;                                3.71%

20171026;                                101138400;                                3.71%

20171027;                                101674400;                                3.73%

20171028;                                101674400;                                3.73%

20171029;                                101674400;                                3.73%

20171030;                                101674400;                                3.73%

20171031;                                101778400;                                3.74%

20171101;                                102022400;                                3.75%

20171102;                                102050400;                                3.75%

20171103;                                102106400;                                3.75%

20171104;                                102358400;                                3.76%

